date,content,reply_count,retweet_count,like_count,quote_count,hashtags,emojis
2022-08-02,How do you leap from the leather industry to leading innovation at Industry X? Get to know Sebastian and how he innovates with digital tech. https://t.co/iCdmPWcF8n #CareersAZ https://t.co/70JWbNFgKG,2,3,20,0,['CareersAZ'],
2022-08-02,Is your company’s growth limited by a lack of a data-driven digital foundation? Here’s how #CPGs must holistically approach commerce and evolve their operating models to create a lasting advantage: https://t.co/MdPAaY86S1 https://t.co/peLMt2tWxT,1,5,18,1,['CPGs'],
2022-08-02,Each year we collaborate with @FastCompany to identify the Best Workplaces for Innovators. Find out which companies made this year’s #FCBestWorkplaces list. https://t.co/q8LBjilGw9 https://t.co/cjFHvqBWUF,8,19,44,1,['FCBestWorkplaces'],
2022-08-01,What makes #SocialCommerce so powerful? It offers something radically different from traditional e-commerce: community and connection. https://t.co/ztFgzGk17g https://t.co/tRf90gL87g,0,4,15,0,['SocialCommerce'],
2022-07-29,Accelerating the delivery of lab results through technology-enabled operations—our Shobhit is doing incredible things in his career. Explore his story: https://t.co/PEBeIAPDgg #CareersAZ https://t.co/GnRl2W1AWm,1,0,12,0,['CareersAZ'],
2022-07-29,"The world’s most prestigious motor racing championship, Formula 1®, is creating a viewing experience so engaging, fans will feel like a member of the pit crew. See how we helped them reinvent the fan experience: https://t.co/odZeaNxgXe #f1 https://t.co/TNQhc7YuQW",1,2,26,0,['f1'],®
2022-07-28,We’re honored to be recognized as a Top 10 Best Company for Multicultural Women by @Seramount. Discover the work we’re doing that demonstrates our commitment to inclusion and diversity. https://t.co/L8h929XE3G #CareersAZ https://t.co/ZRWATk5cuf,1,7,32,0,['CareersAZ'],
2022-07-28,Tomorrow’s leading companies don't assume they know what matters to consumers. They measure their performance through a consumer’s lens. https://t.co/ZERnisk2RB #UX #Media https://t.co/Gh9u46b4cg,0,5,17,1,"['UX', 'Media']",
2022-07-28,The #CloudContinuum is your high-speed train to business value—is your #ITinfrastructure ready? Here's how to kickstart modernization: https://t.co/0I7DhlFh32 https://t.co/0I7DhlFh32,0,1,16,0,"['CloudContinuum', 'ITinfrastructure']",
2022-07-27,"In today’s digital and #cloud-based world, your business performs only as well as your #ITinfrastructure. Swipe and tap to discover how to modernize your infrastructure:",0,2,17,0,"['cloud', 'ITinfrastructure']",
2022-07-27,Pride Means More. Pride Means a workplace environment in which employees who are different from the majority settle in quickly and thrive from the outset. #PrideAtAccenture #PrideMonth #Pride2022 https://t.co/oiJuKOaRV3 https://t.co/9ms9AtRPRF,1,4,15,0,"['PrideAtAccenture', 'PrideMonth', 'Pride2022']",
2022-07-26,Honored that our #NthFloor metaverse will be featured in @Wharton's flagship online program—Business in the Metaverse Economy. Learn more at: https://t.co/HTZy8L7VbB #WhartonMetaverse,0,5,26,0,"['NthFloor', 'WhartonMetaverse']",
2022-07-26,"Faced with intense instability, consumers are making paradoxical choices—and it’s causing a crisis of relevance for companies. For companies to grow, they must become life-centric businesses. Read why in our new report: https://t.co/TfZe7aEyW3 #LifeCentricity",1,12,28,3,['LifeCentricity'],
2022-07-25,"Consumers have high expectations, and they're not hesitant to voice disapproval if a user experience feels disconnected. Here’s how #Media companies can create a seamless #UX even the toughest critic will approve of: https://t.co/iNcbSROGI8 https://t.co/RuUAYzqNVR",0,5,26,1,"['Media', 'UX']",
2022-07-25,"To maximize the value of #cloud, companies need an #ITInfrastructure which provides the compute, network, workplace and #data platform capabilities that are required to run a digital business.  Learn how to get started: https://t.co/GFAMXGwfY3 https://t.co/TeaIQnk1F8",0,5,24,0,"['cloud', 'ITInfrastructure', 'data']",
2022-07-22,Confused on how to navigate #ESG challenges and lead change? See how to map a clear route to measure the impact of #sustainability and drive business value. https://t.co/dyw5UM035w https://t.co/Lrk6MpJzkO,1,5,14,0,"['ESG', 'sustainability']",
2022-07-22,Reducing a company's carbon footprint is great; creating sustainable solutions that enable consumers to improve their personal environmental impact is even better. That’s what our partnership with @johnsoncontrols aims to achieve: https://t.co/eT7Cl19McV #Sustainability https://t.co/egZGS7Cmks,0,1,10,0,['Sustainability'],
2022-07-21,Honored to be a top scoring company on the Disability Equality Index for the sixth consecutive year—and the Top Company for Disability-Owned businesses. We continue to strive with partners like @DisabilityIN and @AAPD to advance #DisabilityInclusion. https://t.co/ahnhT6rgRL https://t.co/AP3NFucsRP,0,6,18,1,['DisabilityInclusion'],
2022-07-21,"Using #AI and analytics to help improve water quality in Ethiopa, Teresa is making an impact in her career as our Cloud First Chief Technologist. Want to work like Teresa? Explore impactful career stories: https://t.co/Zr3J2Lh01A #CareersAZ https://t.co/ncYQZtO8BY",0,0,8,0,"['AI', 'CareersAZ']",
2022-07-20,"What changes are coming? From the metaverse to next-level computing, our #TechVision report is your guide to the technology that’s transforming business: https://t.co/CqWzH9IYWp",0,8,26,0,['TechVision'],
2022-07-20,"Companies are increasingly judged by stakeholders on their environmental, social and governance performance. CFOs are stepping up to make #sustainability efforts a systematic program the entire enterprise will be invested in. See how: https://t.co/AIGmvOFiqa #ESG https://t.co/2gjrZF60mb",0,7,31,0,"['sustainability', 'ESG']",
2022-07-19,"Live theater should be enjoyed by everyone. Extended reality developer, Jonathan, joined forces with the National Theatre in London to make plays more accessible by using smart caption glasses. Discover his incredible career and join our team. https://t.co/XOsJxPPjmW #CareersAZ https://t.co/mOelYODWdJ",0,2,15,0,['CareersAZ'],
2022-07-19,"As Asia’s #WealthManagement landscape witnesses supreme growth and disruption, wealth managers have new, unseen challenges ahead. See how advisory can be the game changer for #Asia—and what global firms can learn from it. https://t.co/8yPrRiIL5H https://t.co/VnfehmTIu1",0,2,10,0,"['WealthManagement', 'Asia']",
2022-07-18,A holistic #sustainability strategy goes beyond reducing the negative impact of a company’s direct actions. Organizations must address the environmental impact of their products and services. Here's how: https://t.co/rhXdEuIlmY https://t.co/5BJk2jltnZ,1,7,18,0,['sustainability'],
2022-07-15,"Live theater should be enjoyed by everyone. Extended reality developer, Jonathan, joined forces with the National Theatre in London to make plays more accessible by using smart caption glasses. Discover his incredible career and join our team. https://t.co/pfY4cDDpuM #CareersAZ https://t.co/OXDkU3SSkP",2,4,21,2,['CareersAZ'],
2022-07-14,There is no one journey for LGBTIQ+ people and allies. Thank you to all the members of our #PrideAtAccenture community for sharing what Pride means to them this #PrideMonth and for advancing our culture of equality every day. https://t.co/PQnA5KpQC7 https://t.co/Y3buDfRKnu,1,0,15,0,"['PrideAtAccenture', 'PrideMonth']",
2022-07-13,"We're honored to be recognized by @stonewalluk as a Top Global Employer. Thanks to our #PrideAtAccenture network—active in 90+ cities across 45 countries—and our 120,000+ Pride allies for your commitment to advancing a culture of equality for all. 💜🌈 https://t.co/P4T82XprPx https://t.co/oYqxBdk5Az",0,14,48,5,['PrideAtAccenture'],💜🌈
2022-07-12,Leaders can unlock up to 5x more human potential by better managing peoples’ everyday work experiences. Here’s where they can start. #BetterToBelong https://t.co/dp8edAS3kC https://t.co/dp8edAS3kC,0,6,12,0,['BetterToBelong'],
2022-07-12,"Organizations that combine strengths across strategy, platforms, processes and people enjoy 50% more revenue growth than their peers. See how: https://t.co/cwcbMDfz7G
#AI https://t.co/fXHiPN945q",0,5,14,0,['AI'],
2022-07-11,3 sets of machines are going to dramatically reduce the difficulty of solving some of the world's biggest challenges. Here's how: https://t.co/8Y01fWqkHe #TechVision https://t.co/rFl4PdVRaT,1,6,13,0,['TechVision'],
2022-07-08,"By better managing people’s everyday work experiences, leaders can go beyond inclusion and make every person feel like they truly belong. Here’s how. #BetterToBelong https://t.co/nXIp7x7Pty https://t.co/i3pPwqyFaC",0,5,15,0,['BetterToBelong'],
2022-07-07,"Having been involved with the Pride ally community since he started working with us, Luciano felt free to open his heart and come out as gay to his team. Read his story: https://t.co/jnyHEMRBbQ #PrideAtAccenture #Pride2022 https://t.co/BKEXmJbGyz",1,1,11,0,"['PrideAtAccenture', 'Pride2022']",
2022-07-07,Confused on how to navigate #ESG challenges and lead change? See how to map a clear route to measure the impact of #sustainability and drive business value. https://t.co/r1KnFyiFSs https://t.co/WPGhPdil1t,0,2,13,0,"['ESG', 'sustainability']",
2022-07-06,"RT @Accenture: Everybody is talking about the #metaverse. But what exactly is it? And what does it mean for business? 🤔
 
Our experts Katie…",0,9,0,0,['metaverse'],🤔
2022-07-06,"Ever wonder what it’s like to work with 600,000 brilliant minds under one roof? Experience real career stories from our people. https://t.co/i8nFjP4lq2 #CareersAZ https://t.co/6M1fwAaJ3W",0,0,13,0,['CareersAZ'],
2022-07-06,"Developed to detect bias in their own algorithms, this startup’s AI determines if data fed into an algorithm impacts under-represented people. A #RadicallyHuman way to build trust. 

Use tech to foster more trust in your business. Order now: https://t.co/Fx74EPf8lV https://t.co/LZaaLZR1Oj",0,0,16,1,['RadicallyHuman'],
2022-07-05,"High-performing organizations are not defined by any one #AI capability, but by their ability to combine strengths. See how they do it: https://t.co/DpnwbWKvSc https://t.co/a8b3fR7njq",0,6,15,0,['AI'],
2022-07-04,IoT payment transactions powered by blockchain technology are closer than you think—and in some cases less than 2000km overhead! #Blockchain Ecosystem expert Britney is helping redefine future finance—and you can too. https://t.co/o2E9FgXwZr #CareersAZ https://t.co/P2GWe5sLOY,0,5,15,0,"['Blockchain', 'CareersAZ']",
2022-07-04,"Synthetic data can train AI models—in ways that real-world data can't. 🤖 

Whether used to accelerate medical advancements or improve fraud detection, the ""unreal"" has a lot of potential. Learn more about the benefits (and dangers) in #TechVision 2022: https://t.co/HKUtumMjv8 https://t.co/5QnOAzue9j",0,1,10,0,['TechVision'],🤖
2022-07-01,Rapidly deciphering historical documents is possible with #AI. Here’s how we worked with @ArolsenArchives to ensure the names and experiences of those persecuted during the Holocaust are never forgotten: https://t.co/wirAHo3mly #EveryNameCounts https://t.co/DY8FOerlRv,0,6,24,0,"['AI', 'EveryNameCounts']",
2022-06-30,"Technology is constantly changing, and so is online shopping! 🛍 The latest #BuiltforChange episode has all the details on social commerce and how it's transforming the way we shop. https://t.co/5tvkiYjr2n",1,2,15,0,['BuiltforChange'],🛍
2022-06-29,Leaders can unlock up to 5x more human potential by better managing peoples’ everyday work experiences. Here’s where they can start. #BetterToBelong https://t.co/AZWAEQTFIF https://t.co/AZWAEQTFIF,0,2,7,0,['BetterToBelong'],
2022-06-29,Which role #data and #automation will play in the future of Marketing? Listen to @Jill_Kramer and @sanvohra discussion on a new #AI Leaders Podcast episode: https://t.co/uGewAwnnRv https://t.co/SHlN2haqvB,0,2,10,0,"['data', 'automation', 'AI']",
2022-06-29,"As an out and proud leader, @JTaiano is always looking out for the best ways to reach the #LGBTIQ+ community with programs that focus on equality. Read his story: https://t.co/CKddSuFwbG #PrideAtAccenture #Pride2022 https://t.co/jHiut1i5Ci",1,0,12,1,"['LGBTIQ', 'PrideAtAccenture', 'Pride2022']",
2022-06-28,The #metaverse is the next step in the internet’s evolution—and it will redefine the ways we socialize and do business. Read @VentureBeat’s highlights of our #TechVision report: https://t.co/dlkjnogz3T https://t.co/dlkjnogz3T,0,3,15,0,"['metaverse', 'TechVision']",
2022-06-27,"With science and new digital technologies, Catharina drives #sustainability. Read her inspiring career story. https://t.co/iG9Aga6gBb #CareersAZ https://t.co/9wk2Ex1POC",1,1,10,1,"['sustainability', 'CareersAZ']",
2022-06-27,"We transformed our approach to reporting by focusing on the information needs of our clients, people, shareholders, partners and communities. 

This is how we revolutionized #ESG reporting.",1,4,11,0,['ESG'],
2022-06-24,"Do you want to boost differentiation and innovation? 📈 
 
Then bridge the gap between tech and talent—and unlock the potential of your people. That’s not only effective, it’s #RadicallyHuman.",0,4,15,0,['RadicallyHuman'],📈
2022-06-24,"From extended reality to digital twins to smart objects, the #metaverse is quickly evolving. Read #TechVision 2022 to find out how to prepare for the future: https://t.co/73yVRTmenR https://t.co/I46G5qV7K1",0,3,15,2,"['metaverse', 'TechVision']",
